id,Titel,Satz,Suspense,Fragesatz,Satzlänge
472,Der Untergang des Hauses Usher,Und jetzt,1,0,2
473,Der Untergang des Hauses Usher,heute nacht,1,0,2
474,Der Untergang des Hauses Usher,Ethelred,1,0,1
475,Der Untergang des Hauses Usher,ha!,1,0,1
476,Der Untergang des Hauses Usher,ha!,1,0,1
477,Der Untergang des Hauses Usher,"Das Aufbrechen der Tür des Klausners, und der Todesschrei des Drachen, und das Dröhnen des Schildes!",1,0,16
478,Der Untergang des Hauses Usher,"Sage lieber: das Zerbersten ihres Sarges, und das Kreischen der eisernen Angeln ihres Gefängnisses, und ihr qualvolles Vorwärtskämpfen durch den kupfernen Bogengang des Gewölbes.",1,0,24
479,Der Untergang des Hauses Usher,"Oh, wohin soll ich fliehen?",1,1,5
480,Der Untergang des Hauses Usher,Wird sie nicht gleich hier sein?,1,1,6
481,Der Untergang des Hauses Usher,"Wird sie nicht eilen, um mir meine Eile vorzuwerfen?",1,1,9
482,Der Untergang des Hauses Usher,Hörte ich nicht schon ihren Tritt auf der Treppe?,1,1,9
483,Der Untergang des Hauses Usher,Kann ich nicht schon das schwere und schreckliche Schlagen ihres Herzens vernehmen?,1,1,12
484,Der Untergang des Hauses Usher,Wahnsinniger!,1,0,1
485,Der Untergang des Hauses Usher,"hier sprang er wie rasend auf und kreischte, als wolle er mit diesen Worten seine Seele hinausbrüllen",1,0,17
486,Der Untergang des Hauses Usher,Wahnsinniger!,1,0,1
487,Der Untergang des Hauses Usher,"Ich sage dir, daß sie jetzt draußen vor der Türe steht!",1,0,11
488,Der Untergang des Hauses Usher,"Als läge in der übermenschlichen Kraft dieses Ausrufes die Macht eines Zaubers – so rissen jetzt die riesigen alten Türflügel, auf die der Sprecher hinzeigte, ihre gewaltigen ebenholzenen Kinnladen auf.",1,0,30
489,Der Untergang des Hauses Usher,"Es war das Werk des rasenden Sturmes – aber siehe – draußen vor der Türe stand leibhaftig die hohe, ins Leichentuch gehüllte Gestalt der Lady Magdalen Usher.",1,0,27
490,Der Untergang des Hauses Usher,"Es war Blut auf ihrer weißen Gewandung, und die Spuren eines erbitterten Kampfes waren überall an ihrem abgezehrten Körper zu erkennen.",1,0,21
491,Der Untergang des Hauses Usher,"Einen Augenblick blieb sie zitternd und taumelnd auf der Schwelle stehen – dann fiel sie mit einem leisen schmerzlichen Aufschrei ins Zimmer auf den Körper ihres Bruders – und in ihrem heftigen und nun endgültigen Todeskampf riß sie ihn tot zu Boden – ein Opfer der Schrecken, die er vorausempfunden hatte.",1,0,51
492,Der Untergang des Hauses Usher,Wie verfolgt entfloh ich aus diesem Gemach und diesem Hause.,1,0,10
493,Der Untergang des Hauses Usher,"Draußen tobte das Unwetter in unverminderter Heftigkeit, als ich den alten Teichdamm kreuzte.",1,0,13
494,Der Untergang des Hauses Usher,"Plötzlich schoß ein unheimliches Licht quer über den Pfad, und ich blickte zurück, um zu sehen, woher ein so ungewöhnlicher Glanz kommen könne, denn hinter mir lagen allein das weite Schloß und seine Schatten.",1,0,34
495,Der Untergang des Hauses Usher,"Der Strahl war Mondglanz, und der volle, untergehende, blutrote Mond schien jetzt hell durch den einst kaum wahrnehmbaren Riß, von dem ich bereits früher sagte, daß er vom Dach des Hauses im Zickzack bis zum Erdboden lief.",1,0,37
496,Der Untergang des Hauses Usher,"Während ich hinstarrte, erweiterte sich dieser Riß mit unheimlicher Schnelligkeit; ",1,0,10
497,Der Untergang des Hauses Usher,ein wütender Stoß des Wirbelsturms kam;,1,0,6
498,Der Untergang des Hauses Usher,das volle Rund des Satelliten wurde in dem breit aufgerissenen Spalt sichtbar;,1,0,12
499,Der Untergang des Hauses Usher,"mein Geist wankte, als ich jetzt die gewaltigen Mauern auseinanderbersten sah;",1,0,11
500,Der Untergang des Hauses Usher,"es folgte ein langes tosendes Krachen wie das Getöse von tausend Wasserfällen, und der tiefe und schwarze Teich zu meinen Füßen schloß sich finster und schweigend über den Trümmern des
›Hauses Usher‹.",1,0,32
